id,slug,name,scientific_name,category,image_role,aspect_ratio,target_file_path,status,prompt,midjourney_command,alt_text
pear,pear,Pear,Pyrus communis,pome,Hero,16:9,public/images/fruits/pear/hero.jpg,pending,"Commercial editorial food photography of ripe Bosc / Bartlett pear, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Displays one whole golden-russet teardrop pear with stem and leaf alongside one half sliced lengthwise showing melting ivory flesh and starry seed core, resting on dark charcoal slate with moisture droplets. Chiaroscuro lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe Bosc / Bartlett pear, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Displays one whole golden-russet teardrop pear with stem and leaf alongside one half sliced lengthwise showing melting ivory flesh and starry seed core, resting on dark charcoal slate with moisture droplets. Chiaroscuro lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Elegant golden-green and russet Bartlett and Bosc pears on rustic dark wooden surface with green leaves
pear,pear,Pear,Pyrus communis,pome,Macro-Break,16:9,public/images/fruits/pear/macro-break.jpg,pending,"Extreme macro photography of sliced pear, focusing on glistening ivory hypanthium flesh, tiny gritty sclereid stone cells embedded in juicy melting texture, clear juice bead, dark slate, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of sliced pear, focusing on glistening ivory hypanthium flesh, tiny gritty sclereid stone cells embedded in juicy melting texture, clear juice bead, dark slate, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of sliced pear flesh showing delicate brachysclereid stone cells glistening with clear cell sap
pineapple,pineapple,Pineapple,Ananas comosus,tropical,Hero,16:9,public/images/fruits/pineapple/hero.jpg,pending,"Commercial editorial food photography of ripe golden pineapple, right-weighted composition positioned on the right third of the frame, leaving clean matte dark negative space on the left. Shows one whole pineapple with textured diamond rind and spiky crown alongside a thick golden circular slice showing fibrous radial eyes, resting on a dark slate slab with moisture droplets. Dramatic chiaroscuro lighting, golden rim accents, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe golden pineapple, right-weighted composition positioned on the right third of the frame, leaving clean matte dark negative space on the left. Shows one whole pineapple with textured diamond rind and spiky crown alongside a thick golden circular slice showing fibrous radial eyes, resting on a dark slate slab with moisture droplets. Dramatic chiaroscuro lighting, golden rim accents, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Fresh golden pineapple with green leafy crown sliced open showing juicy yellow interior on dark slate
pineapple,pineapple,Pineapple,Ananas comosus,tropical,Macro-Break,16:9,public/images/fruits/pineapple/macro-break.jpg,pending,"Extreme macro photography of sliced pineapple flesh, focusing on glistening fibrous golden-yellow pulp cells, droplets of bromelain-rich juice, crystalline sugar vacuoles, dark slate, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced pineapple flesh, focusing on glistening fibrous golden-yellow pulp cells, droplets of bromelain-rich juice, crystalline sugar vacuoles, dark slate, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of golden pineapple juicy fruit eyes showing crystalline juice vesicles and fiber
plum,plum,Plum,Prunus domestica,stone-fruit,Hero,16:9,public/images/fruits/plum/hero.jpg,pending,"Commercial editorial food photography of ripe Italian plums, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole deep indigo-purple plum with frosted silvery bloom alongside one halved plum revealing sweet golden-amber translucent flesh and central pit, resting on wet dark slate. Moody chiaroscuro studio lighting, warm amber glow, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe Italian plums, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole deep indigo-purple plum with frosted silvery bloom alongside one halved plum revealing sweet golden-amber translucent flesh and central pit, resting on wet dark slate. Moody chiaroscuro studio lighting, warm amber glow, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Fresh ripe purple plums dusted with natural silver bloom sliced open showing golden amber flesh on dark slate
plum,plum,Plum,Prunus domestica,stone-fruit,Macro-Break,16:9,public/images/fruits/plum/macro-break.jpg,pending,"Extreme macro photography of sliced plum, focusing on the vivid contrast between powdery frosted purple skin and glowing translucent golden-amber flesh fibers, glistening juice droplet, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced plum, focusing on the vivid contrast between powdery frosted purple skin and glowing translucent golden-amber flesh fibers, glistening juice droplet, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of sliced purple plum showing golden-amber flesh texture and anthocyanin-flushed peel
pomegranate,pomegranate,Pomegranate,Punica granatum,berry,Hero,16:9,public/images/fruits/pomegranate/hero.jpg,ready,"Commercial editorial food photography of A ripe, split-open pomegranate showing glistening ruby-red arils spilling out on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of A ripe, split-open pomegranate showing glistening ruby-red arils spilling out on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1","A ripe, split-open pomegranate showing glistening ruby-red arils spilling out on dark slate"
pomegranate,pomegranate,Pomegranate,Punica granatum,berry,Macro-Break,16:9,public/images/fruits/pomegranate/macro-break.jpg,ready,"Extreme macro food science photography of Extreme macro photography of glistening translucent ruby red pomegranate arils, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9","Extreme macro food science photography of Extreme macro photography of glistening translucent ruby red pomegranate arils, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9 --style raw --v 6.1",Extreme macro photography of glistening translucent ruby red pomegranate arils
pomelo,pomelo,Pomelo,Citrus maxima,citrus,Hero,16:9,public/images/fruits/pomelo/hero.jpg,pending,"Commercial editorial food photography of giant pomelo (Citrus maxima), right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Displays a pale green-yellow pomelo with thick white spongy pith sliced open, revealing immense crunchy rose-pink juice vesicles separated from the membrane, resting on dark charcoal slate. Chiaroscuro lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of giant pomelo (Citrus maxima), right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Displays a pale green-yellow pomelo with thick white spongy pith sliced open, revealing immense crunchy rose-pink juice vesicles separated from the membrane, resting on dark charcoal slate. Chiaroscuro lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",pomelo botanical still life on dark slate
pomelo,pomelo,Pomelo,Citrus maxima,citrus,Macro-Break,16:9,public/images/fruits/pomelo/macro-break.jpg,pending,"Extreme macro photography of individual pomelo juice sacs, focusing on colossal translucent spindle-shaped pink vesicles, crisp non-leaking texture, glistening surface moisture, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of individual pomelo juice sacs, focusing on colossal translucent spindle-shaped pink vesicles, crisp non-leaking texture, glistening surface moisture, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of pomelo
quince,quince,Quince,Cydonia oblonga,pome,Hero,16:9,public/images/fruits/quince/hero.jpg,pending,"Commercial editorial food photography of ripe golden Quince, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole pear-shaped golden-yellow quince with subtle velvety grey fuzz and dark green leaves alongside one halved fruit revealing dense cream-colored interior and seed core, resting on dark charcoal slate with water drops. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe golden Quince, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole pear-shaped golden-yellow quince with subtle velvety grey fuzz and dark green leaves alongside one halved fruit revealing dense cream-colored interior and seed core, resting on dark charcoal slate with water drops. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",quince botanical still life on dark slate
quince,quince,Quince,Cydonia oblonga,pome,Macro-Break,16:9,public/images/fruits/quince/macro-break.jpg,pending,"Extreme macro photography of sliced quince, focusing on dense granular hypanthium flesh with microscopic sclereid stone cells, velvety fuzz on golden skin edge, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced quince, focusing on dense granular hypanthium flesh with microscopic sclereid stone cells, velvety fuzz on golden skin edge, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of quince
raspberry,raspberry,Raspberry,Rubus idaeus,berry,Hero,16:9,public/images/fruits/raspberry/hero.jpg,pending,"Commercial editorial food photography of fresh red raspberries, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. A cluster of thimble-shaped scarlet-red raspberries with hollow core and green mint-leaf accent, resting on a dark rustic charcoal slate slab with water droplets. Dramatic chiaroscuro studio lighting, bright ruby luminescence, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of fresh red raspberries, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. A cluster of thimble-shaped scarlet-red raspberries with hollow core and green mint-leaf accent, resting on a dark rustic charcoal slate slab with water droplets. Dramatic chiaroscuro studio lighting, bright ruby luminescence, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Freshly picked velvety ruby-red raspberries piled in a white ceramic dish against dark slate
raspberry,raspberry,Raspberry,Rubus idaeus,berry,Macro-Break,16:9,public/images/fruits/raspberry/macro-break.jpg,pending,"Extreme macro photography of red raspberry drupelets, focusing on velvety microscopic hairs on glowing translucent crimson spheres, cellular light scattering, glistening moisture, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of red raspberry drupelets, focusing on velvety microscopic hairs on glowing translucent crimson spheres, cellular light scattering, glistening moisture, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of individual raspberry drupelets showing fine micro-hairs and glistening scarlet juice spheres
sapodilla,sapodilla,Sapodilla,Manilkara zapota,tropical,Hero,16:9,public/images/fruits/sapodilla/hero.jpg,pending,"Commercial editorial food photography of ripe Sapodilla (Chikoo), right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Displays one whole oval fruit with cinnamon-brown scurfy skin and a green leaf alongside one cleanly halved fruit showing granular honey-brown translucent flesh and glossy black seeds, resting on dark charcoal slate. Warm chiaroscuro lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe Sapodilla (Chikoo), right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Displays one whole oval fruit with cinnamon-brown scurfy skin and a green leaf alongside one cleanly halved fruit showing granular honey-brown translucent flesh and glossy black seeds, resting on dark charcoal slate. Warm chiaroscuro lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Whole and halved ripe Chikoo sapodilla fruits showing granular caramel flesh and glossy black seeds on rustic wood
sapodilla,sapodilla,Sapodilla,Manilkara zapota,tropical,Macro-Break,16:9,public/images/fruits/sapodilla/macro-break.jpg,pending,"Extreme macro photography of sliced sapodilla, focusing on the fine brown sugar crystalline texture of the translucent amber flesh, glistening droplets of malt-sweet juice, dark slate, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced sapodilla, focusing on the fine brown sugar crystalline texture of the translucent amber flesh, glistening droplets of malt-sweet juice, dark slate, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of granular amber-brown sapodilla pulp showing delicate fructose crystals and smooth stone cell texture
starfruit,starfruit,Starfruit,Averrhoa carambola,tropical,Hero,16:9,public/images/fruits/starfruit/hero.jpg,pending,"Commercial editorial food photography of ripe yellow starfruit (carambola), right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole five-angled ribbed fruit alongside clean cross-section 5-pointed star slices showing translucent amber-yellow juicy flesh, resting on wet dark slate with water drops. Chiaroscuro studio lighting, backlit translucency, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe yellow starfruit (carambola), right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole five-angled ribbed fruit alongside clean cross-section 5-pointed star slices showing translucent amber-yellow juicy flesh, resting on wet dark slate with water drops. Chiaroscuro studio lighting, backlit translucency, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Whole golden ripe starfruits and sliced star pentagons showing glistening translucent yellow flesh on dark slate
starfruit,starfruit,Starfruit,Averrhoa carambola,tropical,Macro-Break,16:9,public/images/fruits/starfruit/macro-break.jpg,pending,"Extreme macro photography of a star-shaped carambola slice, illuminated from behind to highlight translucent chartreuse parenchymal cells, delicate vascular veins, crystalline edge, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of a star-shaped carambola slice, illuminated from behind to highlight translucent chartreuse parenchymal cells, delicate vascular veins, crystalline edge, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of starfruit cross section wing showing crystalline cellular structure and water-filled vacuoles
strawberry,strawberry,Strawberry,Fragaria × ananassa,berry,Hero,16:9,public/images/fruits/strawberry/hero.jpg,ready,"Commercial editorial food photography of Fresh ripe red strawberries with vibrant green calyxes on dark textured slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of Fresh ripe red strawberries with vibrant green calyxes on dark textured slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1",Fresh ripe red strawberries with vibrant green calyxes on dark textured slate
strawberry,strawberry,Strawberry,Fragaria × ananassa,berry,Macro-Break,16:9,public/images/fruits/strawberry/macro-break.jpg,ready,"Extreme macro food science photography of Extreme macro of ripe strawberry skin and golden achenes, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9","Extreme macro food science photography of Extreme macro of ripe strawberry skin and golden achenes, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9 --style raw --v 6.1",Extreme macro of ripe strawberry skin and golden achenes
watermelon,watermelon,Watermelon,Citrullus lanatus,melon,Hero,16:9,public/images/fruits/watermelon/hero.jpg,ready,"Commercial editorial food photography of A generous curved slice of ripe watermelon with glistening crimson pulp, dark seeds, and green striped rind on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of A generous curved slice of ripe watermelon with glistening crimson pulp, dark seeds, and green striped rind on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1","A generous curved slice of ripe watermelon with glistening crimson pulp, dark seeds, and green striped rind on dark slate"
watermelon,watermelon,Watermelon,Citrullus lanatus,melon,Macro-Break,16:9,public/images/fruits/watermelon/macro-break.jpg,ready,"Extreme macro food science photography of Extreme macro of glistening watermelon pulp displaying crystalline sugar vacuoles and cellular moisture, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9","Extreme macro food science photography of Extreme macro of glistening watermelon pulp displaying crystalline sugar vacuoles and cellular moisture, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9 --style raw --v 6.1",Extreme macro of glistening watermelon pulp displaying crystalline sugar vacuoles and cellular moisture
winter-melon,winter-melon,Winter Melon,Benincasa hispida,melon,Hero,16:9,public/images/fruits/winter-melon/hero.jpg,pending,"Commercial editorial food photography of Winter Melon (Ash Gourd), right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Shows a cylindrical green gourd with characteristic frosty white chalky wax bloom alongside a thick sliced cross-section wheel revealing snowy-white sponge flesh and flat seeds, resting on wet dark slate. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of Winter Melon (Ash Gourd), right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Shows a cylindrical green gourd with characteristic frosty white chalky wax bloom alongside a thick sliced cross-section wheel revealing snowy-white sponge flesh and flat seeds, resting on wet dark slate. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",winter-melon botanical still life on dark slate
winter-melon,winter-melon,Winter Melon,Benincasa hispida,melon,Macro-Break,16:9,public/images/fruits/winter-melon/macro-break.jpg,pending,"Extreme macro photography of sliced winter melon, focusing on snowy-white porous spongy parenchymal tissue holding high-purity biological water, delicate glistening cellular cell walls, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of sliced winter melon, focusing on snowy-white porous spongy parenchymal tissue holding high-purity biological water, delicate glistening cellular cell walls, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of winter-melon
